player_id,short_name,long_name,fifa_version,club_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,season
216460,J. Giménez,José María Giménez de Vargas,24,Atlético Madrid,CB,83,71.0,46.0,58.0,61.0,85.0,82.0,24-25
225659,G. Rodríguez,Guido Rodríguez,24,Real Betis,CDM,83,51.0,58.0,72.0,70.0,85.0,80.0,24-25
230142,Oyarzabal,Mikel Oyarzabal Ugarte,24,Real Sociedad,"LM, RM, LW",83,77.0,83.0,80.0,83.0,41.0,62.0,24-25
155862,Sergio Ramos,Sergio Ramos García,24,Sevilla,CB,83,57.0,69.0,73.0,70.0,83.0,76.0,24-25
200724,Nacho Fernández,José Ignacio Fernández Iglesias,24,Real Madrid,"CB, LB, RB",83,75.0,37.0,69.0,71.0,82.0,80.0,24-25
201153,Morata,Álvaro Borja Morata Martín,24,Atlético Madrid,ST,83,82.0,82.0,72.0,79.0,31.0,79.0,24-25
202648,Sergi Darder,Sergi Darder Moll,24,Mallorca,"CM, CDM, CAM",83,81.0,76.0,82.0,83.0,74.0,77.0,24-25
208093,Gerard Moreno,Gerard Moreno Balagueró,24,Villarreal,"ST, RM",83,77.0,85.0,77.0,81.0,46.0,72.0,24-25
216594,N. Fekir,Nabil Fekir,24,Real Betis,CAM,83,82.0,81.0,81.0,86.0,39.0,80.0,24-25
224179,Borja Iglesias,Borja Iglesias Quintás,24,Real Betis,ST,83,69.0,84.0,66.0,76.0,40.0,82.0,24-25
248243,E. Camavinga,Eduardo Celmi Camavinga,24,Real Madrid,"CDM, CM, LB",82,79.0,66.0,80.0,82.0,76.0,80.0,24-25
241461,Ferran Torres,Ferran Torres García,24,FC Barcelona,"LW, RW, ST",82,83.0,79.0,78.0,83.0,35.0,68.0,24-25
233486,R. Le Normand,Robin Le Normand,24,Real Sociedad,CB,82,62.0,26.0,54.0,59.0,84.0,79.0,24-25
233084,N. Molina,Nahuel Molina Lucero,24,Atlético Madrid,"RB, RWB, RM",82,85.0,67.0,76.0,79.0,78.0,71.0,24-25
244369,V. Tsygankov,Viktor Tsygankov,24,Girona,"RM, CM, CAM",82,85.0,78.0,79.0,81.0,46.0,61.0,24-25
223197,E. Ünal,Enes Ünal,24,Getafe,ST,82,72.0,84.0,70.0,82.0,40.0,80.0,24-25
213565,T. Lemar,Thomas Lemar,24,Atlético Madrid,"CM, LM",82,82.0,78.0,83.0,86.0,67.0,65.0,24-25
225341,David García,David García Zubiría,24,Osasuna,CB,82,59.0,37.0,66.0,65.0,83.0,77.0,24-25
229668,Mario Hermoso,Mario Hermoso Canseco,24,Atlético Madrid,CB,82,75.0,49.0,74.0,71.0,82.0,79.0,24-25
235410,Y. En-Nesyri,Youssef En-Nesyri,24,Sevilla,ST,82,81.0,82.0,63.0,76.0,36.0,79.0,24-25
173608,Joselu,José Luis Mato Sanmartín,24,Real Madrid,ST,82,63.0,84.0,69.0,74.0,33.0,77.0,24-25
184134,Fernando,Fernando Francisco Reges,24,Sevilla,"CDM, CB",82,63.0,62.0,74.0,73.0,82.0,81.0,24-25
204525,Iñigo Martínez,Íñigo Martínez Berridi,24,FC Barcelona,CB,82,71.0,56.0,67.0,61.0,82.0,80.0,24-25
204639,S. Savić,Stefan Savić,24,Atlético Madrid,CB,82,64.0,35.0,57.0,57.0,85.0,80.0,24-25
204963,Carvajal,Daniel Carvajal Ramos,24,Real Madrid,RB,82,82.0,54.0,76.0,79.0,77.0,79.0,24-25
211688,Gayà,José Luís Gayà Peña,24,Valencia,"LB, LWB",82,81.0,61.0,77.0,79.0,78.0,74.0,24-25
214997,Á. Correa,Ángel Martín Correa,24,Atlético Madrid,"ST, RM",82,85.0,84.0,77.0,86.0,50.0,75.0,24-25
219522,J. Ledesma,Jeremías Conan Ledesma,24,Cádiz,GK,82,,,,,,,24-25
228618,F. Mendy,Ferland Mendy,24,Real Madrid,LB,82,92.0,64.0,76.0,77.0,77.0,86.0,24-25
231591,Javi Galán,Javier Galán Gil,24,Atlético Madrid,"LB, LWB",82,81.0,56.0,77.0,83.0,79.0,72.0,24-25
232498,Isi Palazón,Isaac Palazón Camacho,24,Rayo Vallecano,RM,82,84.0,79.0,79.0,82.0,39.0,64.0,24-25
263578,Balde,Alejandro Balde Martínez,24,FC Barcelona,"LB, RB",81,91.0,48.0,73.0,78.0,75.0,64.0,24-25
242444,João Félix,João Félix Sequeira,24,FC Barcelona,"CF, ST, LW",81,81.0,79.0,78.0,85.0,40.0,67.0,24-25
244675,Sancet,Oihan Sancet Tirapu,24,Athletic Club,"CAM, CM, ST",81,73.0,77.0,77.0,82.0,61.0,73.0,24-25
206585,Kepa,Kepa Arrizabalaga Revuelta,24,Real Madrid,GK,81,,,,,,,24-25
227950,Yeray,Yeray Álvarez López,24,Athletic Club,CB,81,64.0,49.0,68.0,65.0,83.0,76.0,24-25
235944,Brais Méndez,Brais Méndez Portela,24,Real Sociedad,"CM, CAM, RM",81,71.0,80.0,82.0,81.0,65.0,73.0,24-25
157481,Raúl Albiol,Raúl Albiol Tortajada,24,Villarreal,CB,81,36.0,41.0,62.0,63.0,85.0,68.0,24-25
168651,I. Rakitić,Ivan Rakitić,24,Sevilla,"CM, CDM",81,50.0,79.0,84.0,78.0,74.0,70.0,24-25
178213,E. Capoue,Etienne Capoue,24,Villarreal,"CM, CDM",81,50.0,75.0,78.0,75.0,79.0,78.0,24-25
189575,Muniain,Iker Muniain Goñi,24,Athletic Club,"CAM, LM",81,80.0,74.0,81.0,85.0,51.0,60.0,24-25
207566,William Carvalho,William Silva de Carvalho,24,Real Betis,"CDM, CAM",81,45.0,68.0,78.0,76.0,76.0,84.0,24-25
208618,Lucas Vázquez,Lucas Vázquez Iglesias,24,Real Madrid,"RB, RW",81,81.0,73.0,80.0,80.0,73.0,69.0,24-25
210385,Rui Silva,Rui Tiago Dantas da Silva,24,Real Betis,GK,81,,,,,,,24-25
216201,Iñaki Williams,Iñaki Williams Arthuer,24,Athletic Club,"RM, ST",81,94.0,78.0,71.0,79.0,43.0,84.0,24-25
236045,Reinildo,Reinildo Isnard Mandava,24,Atlético Madrid,"LB, CB",81,84.0,55.0,68.0,75.0,80.0,79.0,24-25
260815,Arnau Martínez,Arnau Martínez López,24,Girona,"RB, RWB",80,79.0,50.0,72.0,76.0,76.0,70.0,24-25
237681,T. Kubo,久保 建英,24,Real Sociedad,"RW, ST, CAM",80,84.0,75.0,76.0,83.0,40.0,60.0,24-25
262621,G. Mamardashvili,Giorgi Mamardashvili,24,Valencia,GK,80,,,,,,,24-25
231410,Brahim,Brahim Abdelkader Díaz,24,Real Madrid,"CAM, CF, RW",80,81.0,71.0,77.0,83.0,30.0,49.0,24-25
237221,J. Foyth,Juan Marcos Foyth,24,Villarreal,"RB, CB, CDM",80,71.0,46.0,71.0,72.0,81.0,77.0,24-25
248148,Zubimendi,Martín Zubimendi Ibáñez,24,Real Sociedad,"CDM, CM",80,64.0,65.0,74.0,75.0,78.0,71.0,24-25
233738,Zubeldia,Igor Zubeldía Elorza,24,Real Sociedad,CB,80,72.0,63.0,74.0,73.0,80.0,81.0,24-25
235997,Fran Beltrán,Francisco José Beltrán Peinado,24,Celta de Vigo,"CDM, CM",80,58.0,56.0,78.0,77.0,78.0,66.0,24-25
228813,Aleix García,Aleix García Serrano,24,Girona,"CM, CDM",80,64.0,74.0,81.0,80.0,71.0,66.0,24-25
226491,K. Tierney,Kieran Tierney,24,Real Sociedad,LB,80,80.0,60.0,75.0,78.0,76.0,75.0,24-25
226221,Aritz Elustondo,Aritz Elustondo Irribaria,24,Real Sociedad,"CB, RB",80,64.0,39.0,64.0,61.0,80.0,77.0,24-25
228941,André Silva,André Miguel Valente da Silva,24,Real Sociedad,ST,80,74.0,80.0,70.0,81.0,46.0,77.0,24-25
232665,M. Arambarri,Mauro Wilney Arambarri Rosa,24,Getafe,"CDM, CM",80,62.0,65.0,74.0,76.0,79.0,78.0,24-25
146536,Jesús Navas,Jesús Navas González,24,Sevilla,"RB, RM",80,82.0,68.0,79.0,80.0,76.0,55.0,24-25
170368,E. Lamela,Erik Lamela,24,Sevilla,"RW, CAM",80,79.0,77.0,78.0,83.0,54.0,69.0,24-25
174543,C. Bravo,Claudio Andrés Bravo Muñoz,24,Real Betis,GK,80,,,,,,,24-25
189271,F. Coquelin,Francis Coquelin,24,Villarreal,"CM, LM, RM",80,67.0,68.0,78.0,79.0,78.0,79.0,24-25
190149,De Marcos,Óscar de Marcos Arana,24,Athletic Club,RB,80,79.0,64.0,75.0,75.0,77.0,79.0,24-25
193198,N. Gudelj,Nemanja Gudelj,24,Sevilla,"CB, CDM",80,55.0,73.0,78.0,70.0,79.0,85.0,24-25
197781,Isco,Francisco Román Alarcón Suárez,24,Real Betis,"CAM, LM, CM",80,62.0,72.0,80.0,83.0,59.0,56.0,24-25
198164,Jonathan Viera,Jonathan Viera Ramos,24,Las Palmas,"CAM, CM, LM",80,80.0,74.0,79.0,80.0,63.0,72.0,24-25
199564,Sergi Roberto,Sergio Roberto Carnicer,24,FC Barcelona,"RB, CM",80,74.0,63.0,79.0,77.0,75.0,73.0,24-25
199576,Oriol Romeu,Oriol Romeu Vidal,24,FC Barcelona,"CDM, CM",80,43.0,54.0,69.0,67.0,79.0,82.0,24-25
202651,Suso,Jesús Joaquín Fernández Sáez de la Torre,24,Sevilla,"RW, CAM",80,72.0,76.0,80.0,83.0,32.0,51.0,24-25
205632,L. Ocampos,Lucas Ariel Ocampos,24,Sevilla,"RW, LW",80,79.0,80.0,77.0,81.0,62.0,83.0,24-25
208421,Saúl,Saúl Ñíguez Esclápez,24,Atlético Madrid,"CM, LM, LWB",80,69.0,76.0,76.0,78.0,77.0,75.0,24-25
219789,H. Traoré,Hamari Traoré,24,Real Sociedad,RB,80,82.0,57.0,72.0,76.0,75.0,78.0,24-25
223710,V. Muriqi,Vedat Muriqi,24,Mallorca,ST,80,55.0,82.0,63.0,73.0,29.0,82.0,24-25
223952,David Soria,David Soria Solís,24,Getafe,GK,80,,,,,,,24-25
224309,Joan Jordán,Joan Jordán Moreno,24,Sevilla,"CM, CDM",80,56.0,76.0,79.0,77.0,70.0,75.0,24-25
225201,Álex Berenguer,Alejandro Berenguer Remiro,24,Athletic Club,"LM, RM",80,82.0,75.0,76.0,82.0,64.0,66.0,24-25
227290,M. Dmitrović,Marko Dmitrović,24,Sevilla,GK,80,,,,,,,24-25
228520,E. Ávila,Luis Ezequiel Ávila,24,Osasuna,"ST, RM, LM",80,78.0,81.0,65.0,78.0,45.0,85.0,24-25
259377,Yeremy Pino,Yeremy Jesús Pino Santos,24,Villarreal,"LM, RM, ST",79,76.0,73.0,76.0,79.0,38.0,46.0,24-25
256516,Nico Williams,Nicholas Williams Arthuer,24,Athletic Club,"RM, LM",79,93.0,73.0,72.0,83.0,33.0,60.0,24-25
248550,Vivian,Daniel Vivian Moreno,24,Athletic Club,CB,79,75.0,48.0,56.0,62.0,80.0,78.0,24-25
247500,Edgar,Edgar González Estrada,24,Almería,"CB, CDM",79,65.0,49.0,65.0,63.0,82.0,79.0,24-25
230021,J. Aidoo,Joseph Aidoo,24,Celta de Vigo,CB,79,75.0,27.0,47.0,50.0,78.0,88.0,24-25
216549,A. Sørloth,Alexander Sørloth,24,Villarreal,ST,79,79.0,78.0,69.0,74.0,36.0,85.0,24-25
222509,Dani Ceballos,Daniel Ceballos Fernández,24,Real Madrid,"CM, CDM, LW",79,63.0,71.0,78.0,82.0,70.0,67.0,24-25
224003,Sergio Herrera,Sergio Herrera Pirón,24,Osasuna,GK,79,,,,,,,24-25
235008,L. Robertone,Lucas Gastón Robertone,24,Almería,"CM, CAM, CDM",79,84.0,77.0,77.0,80.0,72.0,73.0,24-25
243976,Catena,Alejandro Catena Marugán,24,Osasuna,CB,79,65.0,39.0,63.0,53.0,80.0,78.0,24-25
177413,A. Witsel,Axel Laurent Angel Lambert Witsel,24,Atlético Madrid,"CDM, CB, CM",79,35.0,63.0,77.0,75.0,79.0,74.0,24-25
183512,Yuri Berchiche,Yuri Berchiche Izeta,24,Athletic Club,LB,79,80.0,68.0,74.0,75.0,76.0,82.0,24-25
184432,Azpilicueta,César Azpilicueta Tanco,24,Atlético Madrid,"RB, CB",79,61.0,55.0,76.0,72.0,81.0,73.0,24-25
191740,Ander Herrera,Ander Herrera Agüera,24,Athletic Club,"CM, CDM",79,60.0,71.0,77.0,78.0,79.0,74.0,24-25
192638,Marcos Alonso,Marcos Alonso Mendoza,24,FC Barcelona,"LB, CB",79,51.0,74.0,81.0,77.0,78.0,76.0,24-25
198141,Marc Bartra,Marc Bartra Aregall,24,Real Betis,CB,79,71.0,61.0,72.0,72.0,79.0,77.0,24-25
201505,David López,David López Silva,24,Girona,"CB, CDM",79,45.0,57.0,70.0,65.0,80.0,74.0,24-25
206590,Moi Gómez,Moisés Gómez Bordonado,24,Osasuna,"CM, LM, RM",79,66.0,75.0,80.0,78.0,61.0,61.0,24-25
208777,Óliver Torres,Óliver Torres Muñoz,24,Sevilla,"CM, CAM, LW",79,68.0,72.0,79.0,82.0,65.0,49.0,24-25
210315,Raúl de Tomás,Raúl De Tomás Gómez,24,Rayo Vallecano,ST,79,74.0,79.0,76.0,79.0,39.0,75.0,24-25
211348,S. Dimitrievski,Stole Dimitrievski,24,Rayo Vallecano,GK,79,,,,,,,24-25
215590,Ayoze Pérez,Ayoze Pérez Gutiérrez,24,Real Betis,"LM, RM, CAM",79,76.0,72.0,76.0,82.0,58.0,64.0,24-25
216447,Álvaro García,Álvaro García Rivera,24,Rayo Vallecano,LM,79,91.0,69.0,73.0,79.0,51.0,44.0,24-25
216475,Morales,José Luis Morales Nogales,24,Villarreal,"ST, LM",79,79.0,82.0,75.0,81.0,52.0,67.0,24-25
246606,Fran García,Francisco José García Torres,24,Real Madrid,LB,78,89.0,49.0,69.0,77.0,71.0,68.0,24-25
247729,André Almeida,Domingos André Ribeiro Almeida,24,Valencia,"CM, CAM, CDM",78,73.0,66.0,76.0,80.0,68.0,67.0,24-25
230786,Pepelu,Jose Luís García Vayá,24,Valencia,CDM,78,64.0,62.0,77.0,70.0,72.0,77.0,24-25
247495,Moncayola,Jon Moncayola Tollar,24,Osasuna,"CM, CDM, RB",78,64.0,66.0,75.0,78.0,73.0,70.0,24-25
235781,Santi Comesaña,Santiago Comesaña Veiga,24,Villarreal,"CDM, CM",78,55.0,68.0,69.0,74.0,77.0,74.0,24-25
221342,Pablo Maffeo,Pablo Carmine Maffeo Becerra,24,Mallorca,"RWB, LWB",78,82.0,52.0,70.0,78.0,75.0,69.0,24-25
234426,Marcão,Marcos do Nascimento Teixeira,24,Sevilla,CB,78,63.0,36.0,60.0,70.0,78.0,85.0,24-25
241727,P. Rajković,Predrag Rajković,24,Mallorca,GK,78,,,,,,,24-25
229752,D. Sow,Mohameth Djibril Ibrahima Sow,24,Sevilla,"CM, CDM",78,79.0,69.0,75.0,77.0,75.0,78.0,24-25
220673,R. Tapia,Renato Fabrizio Tapia Cortijo,24,Celta de Vigo,"CDM, CM, CB",78,68.0,66.0,71.0,69.0,79.0,84.0,24-25
228302,Pedraza,Alfonso Pedraza Sag,24,Villarreal,LB,78,80.0,72.0,72.0,75.0,74.0,75.0,24-25
231416,D. Lukébakio,Dodi Lukébakio,24,Sevilla,"RM, ST",78,84.0,78.0,70.0,82.0,31.0,59.0,24-25
146947,Vesga,Mikel Vesga Arruti,24,Athletic Club,CM,78,47.0,78.0,74.0,67.0,77.0,81.0,24-25
173030,Ó. Trejo,Óscar Guido Trejo,24,Rayo Vallecano,CAM,78,67.0,76.0,78.0,82.0,70.0,76.0,24-25
189690,Guaita,Vicente Guaita Panadero,24,Celta de Vigo,GK,78,,,,,,,24-25
193314,Aitor,Aitor Fernández Abarisketa,24,Osasuna,GK,78,,,,,,,24-25
198451,Dani Rodríguez,Daniel José Rodríguez Vázquez,24,Mallorca,"RM, LM, CM",78,84.0,75.0,76.0,74.0,63.0,69.0,24-25
201095,A. Marchesín,Agustín Federico Marchesín,24,Celta de Vigo,GK,78,,,,,,,24-25
201305,Gabriel Paulista,Gabriel Armando de Abreu,24,Valencia,CB,78,65.0,49.0,66.0,62.0,79.0,79.0,24-25
203747,Héctor Bellerín,Héctor Bellerín Moruno,24,Real Betis,"RB, RWB",78,81.0,51.0,70.0,76.0,74.0,64.0,24-25
205186,P. Gazzaniga,Paulo Dino Gazzaniga,24,Girona,GK,78,,,,,,,24-25
205288,Fernando,Fernando Martínez Rubio,24,Almería,GK,78,,,,,,,24-25
211022,Rubén García,Rubén García Santos,24,Osasuna,"LM, CAM, RM",78,76.0,76.0,79.0,78.0,45.0,52.0,24-25
220253,Munir,Munir El Haddadi Mohamed,24,Las Palmas,"LM, ST, RM",78,75.0,78.0,77.0,80.0,35.0,62.0,24-25
239433,N. Maksimović,Nemanja Maksimović,24,Getafe,"CM, CDM",78,47.0,72.0,74.0,73.0,77.0,76.0,24-25
242201,Luis Milla,Luis Milla Manzanares,24,Getafe,"CM, CDM",78,68.0,72.0,77.0,74.0,75.0,73.0,24-25
247131,A. Espino,Luis Alfonso Espino García,24,Rayo Vallecano,LB,78,87.0,63.0,68.0,73.0,75.0,82.0,24-25
261204,M. Uzuni,Myrto Uzuni,24,Granada,"ST, LM, RM",78,82.0,79.0,70.0,81.0,32.0,65.0,24-25
264309,A. Güler,Arda Güler,24,Real Madrid,"CAM, CM, RW",77,72.0,70.0,80.0,81.0,52.0,50.0,24-25
252324,Riquelme,Rodrigo Riquelme Reche,24,Atlético Madrid,"LM, CAM",77,78.0,75.0,74.0,80.0,38.0,50.0,24-25
259681,Rodri,Rodrigo Sánchez Rodríguez,24,Real Betis,"LM, RM, CAM",77,74.0,73.0,75.0,79.0,38.0,53.0,24-25
264698,Luiz Henrique,Luiz Henrique André Rosa da Silva,24,Real Betis,"RM, LM",77,83.0,70.0,69.0,81.0,53.0,65.0,24-25
251445,Samuel Lino,Samuel Dias Lino,24,Atlético Madrid,LM,77,82.0,70.0,69.0,78.0,32.0,65.0,24-25
255106,L. Badé,Loïc Badé,24,Sevilla,CB,77,55.0,45.0,56.0,63.0,77.0,77.0,24-25
240915,Miranda,Juan Miranda González,24,Real Betis,LB,77,79.0,62.0,72.0,75.0,73.0,66.0,24-25
247832,Thierry Correia,Thierry Rendall Correia,24,Valencia,"RB, RM",77,90.0,49.0,68.0,75.0,72.0,70.0,24-25
229980,C. Montes,César Jasib Montes Castro,24,Almería,CB,77,59.0,46.0,63.0,66.0,78.0,80.0,24-25
240900,Unai Núñez,Unai Núñez Gestoso,24,Celta de Vigo,CB,77,69.0,24.0,51.0,51.0,77.0,78.0,24-25
244316,Luís Maximiano,Luís Manuel Arantes Maximiano,24,Almería,GK,77,,,,,,,24-25
219585,M. Valjent,Martin Valjent,24,Mallorca,CB,77,63.0,36.0,59.0,65.0,77.0,83.0,24-25
231627,U. Sadiq,Umar Sadiq Mesbah,24,Real Sociedad,ST,77,83.0,76.0,60.0,72.0,30.0,76.0,24-25
231628,Rafa Mir,Rafael Mir Vicente,24,Sevilla,ST,77,78.0,77.0,66.0,72.0,45.0,79.0,24-25
236679,Melendo,Óscar Melendo Jiménez,24,Granada,"CM, RM, CAM",77,80.0,68.0,78.0,78.0,60.0,60.0,24-25
234835,Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,24,Getafe,CB,77,47.0,35.0,58.0,52.0,78.0,78.0,24-25
222041,L. Boyé,Lucas Ariel Boyé,24,Granada,ST,77,69.0,76.0,64.0,79.0,49.0,81.0,24-25
231184,Guruzeta,Gorka Guruzeta Rodríguez,24,Athletic Club,ST,77,72.0,76.0,68.0,76.0,42.0,74.0,24-25
232119,Ç. Söyüncü,Çağlar Söyüncü,24,Atlético Madrid,CB,77,69.0,46.0,59.0,64.0,76.0,78.0,24-25
239207,M. Gómez,Maximiliano Gómez González,24,Cádiz,ST,77,63.0,78.0,68.0,72.0,32.0,82.0,24-25
243559,De Frutos,Jorge de Frutos Sebastián,24,Rayo Vallecano,RM,77,83.0,72.0,74.0,78.0,41.0,64.0,24-25
24630,Pepe Reina,José Manuel Reina Páez,24,Villarreal,GK,77,,,,,,,24-25
171579,Raúl García,Raúl García Escudero,24,Athletic Club,"ST, CAM",77,33.0,80.0,81.0,75.0,59.0,83.0,24-25
186537,C. Stuani,Cristhian Ricardo Stuani Curbelo,24,Girona,ST,77,66.0,80.0,69.0,70.0,48.0,84.0,24-25
188335,A. Budimir,Ante Budimir,24,Osasuna,ST,77,59.0,77.0,49.0,74.0,35.0,77.0,24-25
190815,D. Blind,Daley Blind,24,Girona,"CB, LB",77,35.0,62.0,80.0,78.0,81.0,66.0,24-25
193171,Jaume Costa,Jaume Vicent Costa Jordá,24,Mallorca,LWB,77,70.0,61.0,70.0,72.0,76.0,68.0,24-25
197948,F. Lejeune,Florian Lejeune,24,Rayo Vallecano,CB,77,48.0,57.0,63.0,64.0,77.0,70.0,24-25
203581,I. Balliu,Iván Balliu Campeny,24,Rayo Vallecano,RB,77,81.0,51.0,70.0,74.0,72.0,71.0,24-25
203843,D. Suárez,Damián Nicolás Suárez Suárez,24,Getafe,"RWB, RB, RM",77,69.0,69.0,72.0,73.0,76.0,75.0,24-25
206545,Manu Trigueros,Manuel Trigueros Muñoz,24,Villarreal,"CM, LM",77,45.0,73.0,78.0,74.0,72.0,64.0,24-25
208137,Lucas Torró,Lucas Torró Marset,24,Osasuna,"CDM, CM",77,46.0,63.0,69.0,68.0,75.0,75.0,24-25
208330,A. Januzaj,Adnan Januzaj,24,Sevilla,"RW, LW",77,76.0,71.0,77.0,82.0,30.0,58.0,24-25
210463,D. Machís,Darwin Daniel Machís Marcano,24,Cádiz,LM,77,86.0,76.0,72.0,82.0,38.0,67.0,24-25
214026,J. Mojica,Johan Andrés Mojica Palacio,24,Osasuna,"LB, LWB, LM",77,88.0,65.0,73.0,72.0,72.0,70.0,24-25
215699,Y. Sabaly,Youssouf Sabaly,24,Real Betis,"RB, RM",77,78.0,54.0,65.0,74.0,74.0,71.0,24-25
217940,D. Djené,Djené Dakonam Ortega,24,Getafe,"CB, CDM",77,68.0,38.0,61.0,62.0,78.0,77.0,24-25
219391,G. Escalante,Gonzalo Escalante,24,Cádiz,"CM, CDM",77,60.0,73.0,74.0,74.0,75.0,74.0,24-25
220414,Diego Rico,Diego Rico Salguero,24,Getafe,LB,77,73.0,55.0,73.0,71.0,76.0,74.0,24-25
223061,F. Cervi,Franco Emanuel Cervi,24,Celta de Vigo,"LM, RM",77,88.0,67.0,72.0,80.0,55.0,53.0,24-25
225085,J. Bamba,Jonathan Bamba,24,Celta de Vigo,LM,77,83.0,73.0,73.0,79.0,39.0,67.0,24-25
257279,Álex Baena,Alejandro Baena Rodríguez,24,Villarreal,"CM, LM",76,75.0,76.0,75.0,75.0,68.0,64.0,24-25
246113,Adrià Pedrosa,Adrià Giner Pedrosa,24,Sevilla,LB,76,90.0,60.0,69.0,78.0,69.0,73.0,24-25
246657,Álvaro Valles,Álvaro Vallés Rosa,24,Las Palmas,GK,76,,,,,,,24-25
234060,Y. Herrera,Yangel Clemente Herrera Ravelo,24,Girona,"CM, CDM, CAM",76,60.0,72.0,72.0,74.0,76.0,76.0,24-25
